seqname,tax_id,species_name
S000418699,240125,Mycobacterium parascrofulaceum
S000427735,67081,Mycobacterium alvei
S000428212,75922,Mycobacterium tusciae
S000429475,43348,Mycobacterium branderi
S000429477,85968,Mycobacterium brumae
S000429484,141349,Mycobacterium lentiflavum
S000429485,1806,Mycobacterium microti
S000429490,39694,Mycobacterium poriferae
S000429491,39695,Mycobacterium tokaiense
S000429492,1810,Mycobacterium vaccae
S000429494,1795,Mycobacterium neoaurum
S000429496,1790,Mycobacterium asiaticum
S000429498,1800,Mycobacterium chubuense
S000429500,1801,Mycobacterium diernhoferi
S000429501,1793,Mycobacterium fallax
S000429504,1771,Mycobacterium phlei
S000429505,1783,Mycobacterium scrofulaceum
S000429506,33894,Mycobacterium africanum
S000433334,153971,Mycobacterium palustre
S000436189,1788,Mycobacterium terrae
S000437741,46351,Mycobacterium hassiacum
S000437884,47839,Mycobacterium triplex
S000438539,56425,Mycobacterium bohemicum
S000438914,59813,Mycobacterium novocastrense
S000440047,187102,Mycobacterium pyrenivorans
S000441318,1766,Mycobacterium fortuitum
S000441321,43304,Mycobacterium peregrinum
S000441322,98668,Mycobacterium septicum
S000441323,36809,Mycobacterium abscessus
S000441324,1774,Mycobacterium chelonae
S000441326,56689,Mycobacterium mucogenicum
S000441329,39693,Mycobacterium porcinum
S000441333,1796,Mycobacterium senegalense
S000441335,59750,Mycobacterium wolinskyi
S000460393,146017,Mycobacterium boenickei
S000460397,146020,Mycobacterium brisbanense
S000460646,228230,Mycobacterium canariasense
S000461440,244292,Mycobacterium nebraskense
S000485192,258533,Mycobacterium cosmeticum
S000499515,169765,Mycobacterium lacus
S000514204,318424,Mycobacterium rufum
S000514205,318425,Mycobacterium aromaticivorans
S000530927,258505,Mycobacterium fluoranthenivorans
S000537333,1798,Mycobacterium triviale
S000540580,265949,Mycobacterium pseudoshottsii
S000543943,222805,Mycobacterium chimaera
S000543967,292462,Mycobacterium florentinum
S000571663,133549,Mycobacterium shottsii
S000612699,342002,Mycobacterium arupense
S000629152,339268,Mycobacterium colombiense
S000631792,319707,Mycobacterium aubagnense
S000631793,451644,Mycobacterium conceptionense
S000649640,370524,Mycobacterium pallens
S000649643,370526,Mycobacterium rutilum
S000652809,85693,Mycobacterium monacense
S000701938,388459,Mycobacterium crocinum
S000721008,354243,Mycobacterium kumamotonense
S000735839,404941,Mycobacterium salmoniphilum
S000925778,470076,Mycobacterium stomatepiae
S000964685,280871,Mycobacterium llatzerense
S000967187,459858,Mycobacterium noviomagense
S000968245,486698,Mycobacterium riyadhense
S000995260,431269,Mycobacterium setense
S001044357,701041,Mycobacterium bouchedurhonense
S001094811,386913,Mycobacterium senuense
S001094818,425468,Mycobacterium arosiense
S001152419,386911,Mycobacterium seoulense
S001154120,547163,Mycobacterium vulneris
S001170511,560555,Mycobacterium mantenii
S001239921,701042,Mycobacterium marseillense
S001575454,53378,Mycobacterium paraffinicum
S001792940,212765,Mycobacterium madagascariense
S001792941,182220,Mycobacterium murale
S002167712,33895,Mycobacterium interjectum
S002235902,1809,Mycobacterium ulcerans
S003756905,487514,Mycobacterium kyorinense
S000005494,84096,Gordonia alkanivorans
S000016937,84595,Gordonia polyisoprenivorans
S000019069,2055,Gordonia terrae
S000019623,53427,Gordonia hirsuta
S000020199,40516,Gordonia hydrophobica
S000022800,2054,Gordonia bronchialis
S000089480,158898,Gordonia westfalica
S000147464,173559,Gordonia sihwensis
S000364388,36820,Gordonia aichiensis
S000364389,36823,Gordonia sputi
S000364390,36821,Gordonia amarae
S000392700,161153,Gordonia sinesedis
S000392702,168480,Gordonia namibiensis
S000394107,175628,Gordonia paraffinivorans
S000427351,83341,Gordonia rhizosphera
S000428900,89051,Gordonia desulfuricans
S000428902,89053,Gordonia amicalis
S000528099,36822,Gordonia rubripertincta
S000528102,320799,Gordonia soli
S000565404,263908,Gordonia effusa
S000565405,263909,Gordonia araii
S000622401,249058,Gordonia otitidis
S000651690,376351,Gordonia shandongensis
S000652957,283718,Gordonia defluvii
S000769861,417102,Gordonia lacunae
S000925724,1121721,Gordonia kroppenstedtii
S000967303,559625,Gordonia cholesterolivorans
S001265167,589403,Gordonia hankookensis
S001418298,945692,Gordonia neofelifaecis
S001744161,686429,Gordonia humi
S000274027,264148,Millisia brevis
S000007346,37329,Nocardia farcinica
S000117794,225051,Nocardia alba
S000126149,228006,Nocardia tenerifensis
S000147173,208602,Nocardia puris
S000275499,209246,Nocardia inohanensis
S000277251,209247,Nocardia yamanashiensis
S000319460,228602,Nocardia arthritidis
S000364783,263910,Nocardia anaemiae
S000366395,145285,Nocardia ignorata
S000372064,282684,Nocardia miyunensis
S000372065,282685,Nocardia jiangxiensis
S000382713,96468,Nocardia vinacea
S000385517,209252,Nocardia asiatica
S000388262,95162,Nocardia beijingensis
S000389343,120957,Nocardia abscessus
S000390523,134984,Nocardia fluminea
S000394018,1824,Nocardia asteroides
S000394026,135487,Nocardia cyriacigeorgica
S000394027,37330,Nocardia nova
S000394034,37328,Nocardia carnea
S000394037,37326,Nocardia brasiliensis
S000394038,37332,Nocardia seriolae
S000394039,37327,Nocardia brevicatena
S000394040,114259,Nocardia paucivorans
S000394041,45979,Nocardia pseudobrasiliensis
S000394043,53432,Nocardia uniformis
S000394044,1822,Nocardia vaccinii
S000394045,189540,Nocardia pseudovaccinii
S000394046,37333,Nocardia transvalensis
S000394048,53428,Nocardia crassostreae
S000394049,53431,Nocardia salmonicida
S000394050,134962,Nocardia soli
S000394053,134964,Nocardia africana
S000394054,132249,Nocardia veterana
S000394066,1823,Nocardia otitidiscaviarum
S000394500,184756,Nocardia caishijiensis
S000405733,236511,Nocardia neocaledoniensis
S000416125,248551,Nocardia testacea
S000428232,85688,Nocardia cerradoensis
S000439503,228596,Nocardia shimofusensis
S000439506,228599,Nocardia higoensis
S000439507,228600,Nocardia araoensis
S000439508,228601,Nocardia pneumoniae
S000441112,238964,Nocardia xishanensis
S000444302,299618,Nocardia lijiangensis
S000469604,259390,Nocardia takedensis
S000469847,290231,Nocardia exalbida
S000485121,261477,Nocardia kruczakiae
S000544289,300029,Nocardia elegans
S000564691,248552,Nocardia sienata
S000564912,257274,Nocardia vermiculata
S000564913,257275,Nocardia thailandica
S000564915,257277,Nocardia aobensis
S000564919,257281,Nocardia concava
S000568819,455432,Nocardia terpenica
S000615998,352869,Nocardia gamkensis
S000632612,328049,Nocardia jejuensis
S000635286,358707,Nocardia harenae
S000652478,66892,Streptomyces gardneri
S000690802,382504,Nocardia jinanensis
S000721926,209249,Nocardia niigatensis
S000728198,404580,Nocardia acidivorans
S000734941,404578,Nocardia amamiensis
S000736443,204891,Nocardia iowensis
S000750222,356145,Nocardia ninae
S000750223,356147,Nocardia coubleae
S000941845,419477,Nocardia speluncae
S001016081,508464,Nocardia mikamii
S001095511,480035,Nocardia wallacei
S001095512,480036,Nocardia blacklockiae
S001168836,472158,Nocardia altamirensis
S001351203,626084,Nocardia niwae
S001549192,648753,Nocardia callitridis
S000001649,44752,Rhodococcus wratislaviensis
S000010863,1829,Rhodococcus rhodochrous
S000012413,1828,Rhodococcus fascians
S000015177,132919,Rhodococcus jostii
S000126126,43767,Rhodococcus equi
S000131207,45461,Rhodococcus percolatus
S000322868,191292,Rhodococcus aetherivorans
S000334611,172041,Rhodococcus baikonurensis
S000359172,263849,Rhodococcus phenolicus
S000364372,38311,Rhodococcus marinonascens
S000364374,33008,Rhodococcus globerulus
S000364376,38312,Rhodococcus rhodnii
S000364380,1830,Rhodococcus ruber
S000364385,37919,Rhodococcus opacus
S000384429,168276,Rhodococcus tukisamuensis
S000387216,99653,Rhodococcus koreensis
S000388573,103816,Rhodococcus pyridinivorans
S000388867,43772,Rhodococcus zopfii
S000394065,53972,Rhodococcus corynebacterioides
S000403334,223392,Rhodococcus gordoniae
S000412016,262776,Rhodococcus imtechensis
S000424749,293050,Rhodococcus kroppenstedtii
S000438867,38310,Rhodococcus coprophilus
S000499733,183556,Rhodococcus maanshanensis
S000544287,300028,Rhodococcus triatomae
S000548352,278209,Rhodococcus yunnanensis
S000558869,334542,Rhodococcus qingshengii
S000750658,408066,Rhodococcus kunmingensis
S000891048,398843,Rhodococcus kyotonensis
S001152390,345347,Rhodococcus jialingiae
S000002408,39122,Skermania piniformis
S000622964,359359,Smaragdicoccus niigatensis
S000019126,85044,Williamsia muralis
S000382039,72806,Williamsia maris
S000539928,321325,Williamsia deligens
S000576763,322609,Williamsia marianensis
S000711434,391736,Williamsia serinedens
S001263616,341202,Williamsia faeni
S000573544,286802,Segniliparus rotundus
S000573546,286804,Segniliparus rugosus
S000375754,47312,Tsukamurella pulmonis
S000388203,105579,Tsukamurella sunchonensis
S000390575,2061,Tsukamurella paurometabola
S000390576,42777,Tsukamurella inchonensis
S000390578,147577,Tsukamurella strandjordii
S000403825,57704,Tsukamurella tyrosinosolvens
S000594955,310362,Tsukamurella spongiae
S001153179,507359,Tsukamurella carboxydivorans
S001588639,644556,Tsukamurella soli
S002287801,28049,Acidothermus cellulolyticus
S000000799,80872,Cryptosporangium japonicum
S000004732,80871,Cryptosporangium arvum
S000022179,134849,Cryptosporangium aurantiacum
S000383157,113569,Cryptosporangium minutisporangium
S000843644,435914,Fodinicola feengrottensis
S000435941,38502,Blastococcus aggregatus
S000735521,351224,Blastococcus jejuensis
S001794056,138336,Blastococcus saxobsidens
S000007769,1861,Geodermatophilus obscurus
S001020077,504800,Geodermatophilus ruber
S000014988,88139,Modestobacter multiseptatus
S000460115,429133,Modestobacter versicolor
S000636629,363630,Humicoccus flavidus
S000000247,53461,Nakamurella multipartita
S000941857,459515,Saxeibacter lacteus
S000022213,35751,Sporichthya polymorpha
S000381778,171442,Sporichthya brevicatena
S000005861,58115,Glycomyces rutgersensis
S000435861,58116,Glycomyces tenuis
S000435862,58114,Glycomyces harbinensis
S000485490,256034,Glycomyces lechevalierae
S000485491,256035,Glycomyces arizonensis
S000485493,256037,Glycomyces algeriensis
S000653982,380244,Glycomyces sambucus
S000966910,480996,Glycomyces endophyticus
S000966911,480997,Glycomyces scopariae
S001153846,543887,Glycomyces mayteni
S001098934,526067,Haloglycomyces albus
S000548710,283811,Stackebrandtia nassauensis
S000736522,406432,Stackebrandtia albiflava
S000504628,281473,Jiangella gansuensis
S000941846,419479,Jiangella alkaliphila
S001170653,561176,Jiangella alba
S002156865,702383,Jiangella muralis
S001549838,648780,Haloactinopolyspora alba
S001610744,658456,Angustibacter luteus
S000022281,37633,Kineococcus aurantiacus
S000390051,131568,Kineococcus radiotolerans
S000634740,351215,Kineococcus marinus
S000893321,452979,Kineococcus gynurae
S001096478,512762,Kineococcus xinjiangensis
S001588655,559628,Kineococcus rhizosphaerae
S000011862,49185,Kineosporia aurantiaca
S000381718,84632,Kineosporia succinea
S000381721,84634,Kineosporia rhamnosa
S000994777,499548,Kineosporia babensis
S001093614,499547,Kineosporia mikuniensis
S001188928,566012,Kineosporia mesophila
S000596320,317664,Quadrisphaera granulorum
S000010347,84757,Beutenbergia cavernae
S001610843,676201,Miniimonas arenae
S000007088,120377,Salana multivorans
S001168680,556530,Serinibacter salmoneus
S000008471,56055,Bogoriella caseilytica
S000123625,154117,Georgenia muralis
S000613927,348442,Georgenia ruanii
S001093696,527326,Georgenia thermotolerans
S001329599,620889,Georgenia halophila
S001353203,638953,Georgenia soli
S000007728,31943,Brevibacterium iodinum
S000008099,1698,Brevibacterium epidermidis
S000009995,53363,Brevibacterium mcbrellneri
S000011551,33889,Brevibacterium casei
S000016372,1703,Brevibacterium linens
S000022337,83828,Brevibacterium avium
S000127048,170994,Brevibacterium paucivorans
S000146755,199591,Brevibacterium luteolum
S000273981,234834,Brevibacterium permense
S000274851,234835,Brevibacterium antiquum
S000323435,232444,Brevibacterium sanguinis
S000334556,273384,Brevibacterium aurantiacum
S000387858,53364,Brevibacterium otitidis
S000447132,260553,Brevibacterium picturae
S000460587,225845,Brevibacterium celere
S000721592,366888,Brevibacterium samyangense
S000735024,358099,Brevibacterium oceani
S000776477,417948,Brevibacterium album
S000841957,418643,Brevibacterium marinum
S000979829,479117,Brevibacterium ravenspurgense
S001016069,506594,Brevibacterium pityocampae
S001331895,629680,Brevibacterium sandarakinum
S001573719,576927,Brevibacterium massiliense
S001745385,260554,Brevibacterium salitolerans
S000004718,43671,Actinotalea fermentans
S000001310,1708,Cellulomonas fimi
S000004448,156981,Cellulomonas hominis
S000005086,1711,Cellulomonas flavigena
S000009225,1714,Cellulomonas uda
S000009600,1712,Cellulomonas gelida
S000013862,1709,Cellulomonas biazotea
S000022009,144055,Cellulomonas humilata
S000369223,264297,Cellulomonas denverensis
S000386321,266130,Cellulomonas composti
S000406353,233583,Cellulomonas xylanilytica
S000428342,76861,Cellulomonas persica
S000428343,76862,Cellulomonas iranensis
S000550679,311234,Cellulomonas terrae
S000588796,301388,Cellulomonas bogoriensis
S000721216,398759,Cellulomonas chitinilytica
S001096730,515326,Cellulomonas aerilata
S000002380,43678,Oerskovia enterophila
S000007353,1713,Oerskovia turbata
S000088252,162169,Oerskovia jenensis
S000088253,162170,Oerskovia paurometabola
S001291850,577470,Demequina salsinemoris
S001350582,431489,Demequina lutea
S003610721,327095,Demequina aestuarii
S000006193,47848,Brachybacterium tyrofermentans
S000014598,47847,Brachybacterium nesterenkovii
S000015305,47845,Brachybacterium alimentarium
S000021768,43669,Brachybacterium faecium
S000251362,219301,Brachybacterium muris
S000446669,173361,Brachybacterium rhamnosum
S000446670,173362,Brachybacterium paraconglomeratum
S000446671,173363,Brachybacterium fresconis
S000446677,173364,Brachybacterium sacelli
S000722240,396014,Brachybacterium phenoliresistens
S000769680,416230,Brachybacterium zhongshanense
S001577641,661979,Brachybacterium squillarum
S001792939,47846,Brachybacterium conglomeratum
S000009616,36740,Dermabacter hominis
S002150735,672460,Branchiibius hedensis
S000003905,63959,Demetria terragena
S000003132,1274,Dermacoccus nishinomiyaensis
S000576760,322596,Dermacoccus abyssi
S000576761,322601,Dermacoccus barathri
S000576762,322602,Dermacoccus profundi
S000007341,1276,Kytococcus sedentarius
S000264447,138300,Kytococcus schroeteri
S001265495,592308,Kytococcus aerolatus
S001198081,571913,Luteipulveratus mongoliensis
S001264387,587872,Yimella lutea
S000015335,100225,Austwickia chelonae
S000001972,1863,Dermatophilus congolensis
S000498511,111564,Kineosphaera limosa
S002038970,746032,Mobilicoccus pelagius
S002038971,746033,Piscicoccus intestinalis
S000323368,229480,Arsenicicoccus bolidensis
S001587732,673954,Arsenicicoccus piscis
S001155766,552064,Fodinibacter luteus
S000804327,412689,Humibacillus xanthopallidus
S000804326,412687,Humihabitans oryzae
S000136070,53358,Intrasporangium calvum
S000006621,53458,Janibacter limosus
S000388670,103817,Janibacter terrae
S000441824,262209,Janibacter melonis
S000618461,319054,Janibacter anophelis
S000858362,415212,Janibacter corallicola
S000000917,184882,Knoellia subterranea
S000017300,136100,Knoellia sinensis
S000860302,442954,Knoellia aerolata
S000649773,331526,Kribbia dieselivorans
S000964733,402171,Lapillicoccus jejuensis
S000964144,415218,Marihabitans asiaticum
S000018531,82346,Ornithinicoccus hortensis
S000128250,125288,Ornithinimicrobium humiphilum
S000421854,282060,Ornithinimicrobium kibberense
S000691600,384677,Ornithinimicrobium pekingense
S000539085,297536,Oryzihumus leptocrescens
S000843769,436356,Phycicoccus aerophilus
S000860419,443156,Phycicoccus dokdonensis
S000980722,490570,Phycicoccus ginsenosidimutans
S001264420,587636,Phycicoccus cremeus
S000419155,247333,Serinicoccus marinus
S001350687,1078471,Serinicoccus profundi
S000386948,60443,Terrabacter tumescens
S000514220,318434,Terrabacter terrae
S000806061,422442,Terrabacter aerolatus
S000925663,436231,Terrabacter lapilli
S001097398,515662,Terrabacter aeriphilus
S001329595,619730,Terrabacter carboxydivorans
S000022904,53356,Terracoccus luteus
S000017509,330836,Tetrasphaera veronensis
S000384505,173053,Tetrasphaera duodecadis
S000387255,99480,Tetrasphaera australiensis
S000387256,99481,Tetrasphaera japonica
S000427635,101689,Tetrasphaera elongata
S000624778,330835,Tetrasphaera vanveenii
S000624779,330834,Tetrasphaera jenkinsii
S001792943,407159,Tetrasphaera remsis
S000004333,43674,Jonesia denitrificans
S000440238,262806,Jonesia quinghaiensis
S000351463,150121,Agreia pratensis
S000388362,110935,Agreia bicolorata
S000005816,46353,Agrococcus jenensis
S000599934,341722,Agrococcus lahaulensis
S000600583,343512,Agrococcus casei
S000749599,84643,Agrococcus citreus
S000749600,153730,Agrococcus baldri
S000964732,399736,Agrococcus jejuensis
S001014242,501482,Agrococcus versicolor
S001241594,574649,Agrococcus terreus
S000003455,33879,Agromyces ramosus
S000004818,88373,Agromyces luteolus
S000007411,88374,Agromyces rhizospherae
S000007747,41986,Agromyces mediolanus
S000008586,88376,Agromyces bracchium
S000392884,165814,Agromyces aurantiacus
S000395539,205332,Agromyces albus
S000413813,33878,Agromyces cerinus
S000413814,286438,Agromyces hippuratus
S000425638,293890,Agromyces subbeticus
S000441240,248902,Agromyces ulmi
S000474072,269420,Agromyces neolithicus
S000474073,269421,Agromyces salentinus
S000504605,279572,Agromyces italicus
S000504606,279573,Agromyces humatus
S000504607,279574,Agromyces lapidis
S000712718,393607,Agromyces allii
S000806228,424795,Agromyces terreus
S001152077,555371,Agromyces tropicus
S001293480,592376,Agromyces atrinae
S001549876,1308924,Agromyces bauzanensis
S001574347,595671,Amnibacterium kyonggiense
S000806345,424758,Chryseoglobus frigidaquae
S002287196,28447,Clavibacter michiganensis
S000691672,386301,Cryobacterium psychrotolerans
S000843267,433647,Cryobacterium mesophilum
S000016032,33881,Curtobacterium luteum
S000021808,2036,Curtobacterium citreum
S000351464,150122,Curtobacterium herbarum
S000351476,2035,Curtobacterium flaccumfaciens
S000367091,69373,Curtobacterium pusillum
S000383419,50728,Curtobacterium albidum
S000727776,395387,Curtobacterium ammoniigenes
S000871319,444608,Curtobacterium ginsengisoli
S000016911,145483,Frigoribacterium faeni
S000843266,433646,Frigoribacterium mesophilum
S000870960,386892,Frondihabitans australicus
S001793877,598626,Frondihabitans peucedani
S001151882,501023,Glaciibacter superstes
S000351460,256821,Gulosibacter molinativorax
S000690892,381665,Herbiconiux ginsengi
S001743993,661329,Herbiconiux solani
S000858503,427754,Humibacter albus
S000408846,244735,Klugiella xanthotipulae
S000721679,390269,Labedella gwakjiensis
S000413810,144185,Leifsonia aquatica
S000427553,1575,Leifsonia xyli
S000429233,110933,Leifsonia poae
S000804325,412690,Microterricola viridarii
S000843264,433643,Leifsonia bigeumensis
S000843269,433641,Leifsonia kribbensis
S000941942,475957,Leifsonia kafniensis
S000942009,478010,Leifsonia pindariensis
S000942113,150025,Leifsonia naganoensis
S000942115,150026,Leifsonia shinshuensis
S000979324,494024,Leifsonia antarctica
S001572337,407964,Leifsonia lichenia
S001611091,582665,Leifsonia soli
S000413816,55969,Leucobacter komagatae
S000414937,272210,Leucobacter albus
S000531002,283877,Leucobacter chromiireducens
S000531003,283878,Leucobacter aridicollis
S000544655,333963,Leucobacter iarius
S000629153,340320,Leucobacter luti
S000629154,340321,Leucobacter alluvii
